1
2
time TEMP
0.0000e+00 2.8815e+02
1.0000e+00 2.8815e+02
2.0000e+00 2.8815e+02
3.0000e+00 2.8815e+02
4.0000e+00 2.8815e+02
5.0000e+00 2.8815e+02
6.0000e+00 2.8872e+02
7.0000e+00 2.9162e+02
8.0000e+00 2.9454e+02
9.0000e+00 2.9728e+02
1.0000e+01 2.9965e+02
1.1000e+01 3.0150e+02
1.2000e+01 3.0269e+02
1.3000e+01 3.0315e+02
1.4000e+01 3.0284e+02
1.5000e+01 3.0179e+02
1.6000e+01 3.0006e+02
1.7000e+01 2.9777e+02
1.8000e+01 2.9509e+02
1.9000e+01 2.9218e+02
2.0000e+01 2.8926e+02
2.1000e+01 2.8815e+02
2.2000e+01 2.8815e+02
2.3000e+01 2.8815e+02
2.4000e+01 2.8815e+02
